Date,Open,High,Low,Close,Volume
1/24/2003,4.35657,4.36531,4.34394,4.34394,20595
1/27/2003,4.35657,4.39252,4.30313,4.34394,31083
1/28/2003,4.28564,4.36531,4.28176,4.30313,75701
1/29/2003,3.9932,4.37017,3.9932,4.34783,7205
1/30/2003,4.28564,4.37503,4.28176,4.28564,13895
1/31/2003,4.4275,4.4275,4.29925,4.30313,8234
2/3/2003,4.29439,4.40515,4.23221,4.37503,44258
2/4/2003,4.28176,4.39252,4.2769,4.33908,28572
2/5/2003,4.38377,4.42361,4.31285,4.34783,22242
2/6/2003,4.33908,4.34783,4.31285,4.34394,16880
2/7/2003,4.30799,4.34783,4.30799,4.33034,92406
2/10/2003,4.25941,4.39252,4.25941,4.38377,382706
2/11/2003,4.34783,4.38377,4.31674,4.32548,72696
2/12/2003,4.34783,4.69857,4.34783,4.46733,127308
2/13/2003,null,null,null,null,null
2/14/2003,4.25941,4.43624,4.25941,4.40126,87517
2/17/2003,4.65873,4.65873,4.34783,4.48968,123273
2/18/2003,4.47705,4.53826,4.47705,4.50814,141964
2/19/2003,5.32427,5.32427,4.0991,4.58781,48117
2/20/2003,4.44596,4.64124,4.44596,4.5606,30456
2/21/2003,4.52563,4.5606,4.45859,4.52563,11692
2/24/2003,4.51202,4.61404,4.50328,4.56935,53511
2/25/2003,4.28176,4.59655,4.28176,4.50814,39173
2/26/2003,4.17003,4.61404,4.17003,4.43624,25536
2/27/2003,4.60044,4.60044,4.43624,4.52563,25989
2/28/2003,4.48968,4.56935,4.40126,4.52563,36456
3/3/2003,4.39252,4.52563,4.39252,4.48093,31670
3/4/2003,4.39252,4.48093,4.39252,4.41001,6608
3/5/2003,4.41487,4.44596,4.34783,4.37503,28201
3/6/2003,4.39252,4.48093,4.34394,4.36143,72665
3/7/2003,4.32548,4.34783,4.30313,4.32159,58719
3/10/2003,4.28564,4.43624,4.2769,4.30313,48076
3/11/2003,4.25941,4.36531,4.25941,4.32159,17837
3/12/2003,4.34783,4.34783,4.30313,4.33034,10406
3/13/2003,4.28564,4.41875,4.21472,4.25067,81331
3/14/2003,null,null,null,null,null
3/17/2003,4.25941,4.34783,4.24192,4.33422,13895
3/18/2003,null,null,null,null,null
3/19/2003,4.2769,4.34783,4.2769,4.33422,10550
3/20/2003,4.34783,4.35268,4.30313,4.35268,8491
3/21/2003,4.31285,4.35657,4.30313,4.33422,22355
3/24/2003,4.31285,4.31285,4.31285,4.31285,1029
3/25/2003,4.31285,4.31285,4.21472,4.24581,18362
3/26/2003,4.25455,4.43624,4.23707,4.2633,107762
3/27/2003,4.26816,4.27204,4.25941,4.2633,14368
3/28/2003,4.24192,4.29925,4.18849,4.26816,154974
3/31/2003,4.28176,4.28176,4.17488,4.21958,39482
4/1/2003,4.24192,4.25455,4.22346,4.24192,213569
4/2/2003,4.21958,4.27204,4.21958,4.24192,176290
4/3/2003,4.65387,4.65387,4.22832,4.29925,29025
4/4/2003,4.33908,4.34394,4.30313,4.32159,23673
4/7/2003,4.34783,4.43624,4.29439,4.30313,123613
4/8/2003,4.32548,4.32548,4.26816,4.31285,15748
4/9/2003,4.33908,4.34783,4.25941,4.26816,85119
4/10/2003,4.23707,4.30313,4.21472,4.23707,40141
4/11/2003,4.29925,4.34783,4.24192,4.25941,87692
4/14/2003,null,null,null,null,null
4/15/2003,4.22832,4.34394,4.22346,4.32159,8255
4/16/2003,4.25941,4.34783,4.25941,4.34394,32288
4/17/2003,4.43624,4.43624,4.28176,4.34394,37259
4/18/2003,null,null,null,null,null
4/21/2003,4.21958,4.39252,4.21958,4.37892,21511
4/22/2003,4.30313,4.30313,4.2905,4.30313,132742
4/23/2003,4.34783,4.34783,4.30799,4.32548,14317
4/24/2003,4.34394,4.52077,4.34394,4.4411,39091
4/25/2003,4.52563,4.52563,4.40126,4.4547,66953
4/28/2003,4.62278,4.62278,4.43624,4.45859,20060
4/29/2003,4.45859,4.51202,4.43624,4.45859,19515
4/30/2003,4.59655,4.59655,4.41875,4.48579,11538
5/1/2003,null,null,null,null,null
5/2/2003,4.76949,4.76949,4.43624,4.5606,58050
5/5/2003,4.56935,4.87151,4.56935,4.83556,154099
5/6/2003,4.79184,4.85791,4.66748,4.68108,54530
5/7/2003,4.70245,4.81807,4.6189,4.70245,115008
5/8/2003,4.77824,4.81419,4.72091,4.752,87239
5/9/2003,4.74715,5.10177,4.74715,5.00947,615502
5/12/2003,4.96867,5.10177,4.88025,5.07068,416826
5/13/2003,4.65873,5.0668,4.65873,5.04445,123273
5/14/2003,5.05805,5.05805,4.79184,4.97838,110768
5/15/2003,5.14647,5.14647,4.99587,5.00462,79386
5/16/2003,5.05805,5.07554,4.74715,4.74715,62095
5/19/2003,4.752,4.83556,4.70245,4.70245,97624
5/20/2003,4.70245,4.70245,4.64513,4.66262,68445
5/21/2003,4.65873,4.82682,4.65873,4.81807,344480
5/22/2003,4.52563,4.95118,4.52563,4.88025,97038
5/23/2003,5.10177,5.12023,4.94243,5.07554,147419
5/26/2003,4.99587,5.09789,4.99587,5.09303,166553
5/27/2003,5.0221,5.13772,5.01336,5.04931,92632
5/28/2003,5.05805,5.23488,5.01822,5.11538,109770
5/29/2003,5.10177,5.19116,5.10177,5.15132,58358
5/30/2003,5.14647,5.39908,5.14647,5.34661,172214
6/2/2003,5.50109,5.50109,5.41268,5.48846,142078
6/3/2003,5.41754,5.50109,5.25723,5.27957,114566
6/4/2003,5.27957,5.29706,5.19116,5.26208,19278
6/5/2003,5.31552,5.31552,5.14647,5.1863,34140
6/6/2003,5.14258,5.32427,5.14258,5.24848,72408
6/9/2003,5.14647,5.19116,5.13772,5.19116,16993
6/10/2003,5.19504,5.19504,5.12023,5.12898,35139
6/11/2003,5.14647,5.23099,5.12023,5.20379,54859
6/12/2003,5.31941,5.34661,5.23099,5.24848,40470
6/13/2003,5.12023,5.27957,5.12023,5.14258,143663
6/16/2003,5.11149,5.28832,5.11149,5.23099,34521
6/17/2003,5.26208,5.33301,5.10177,5.25334,102544
6/18/2003,5.31941,5.44863,5.25334,5.26208,65481
6/19/2003,5.23488,5.95385,5.23488,5.65266,972590
6/20/2003,5.67015,5.72747,5.46126,5.55939,186654
6/23/2003,5.56813,5.6342,5.50109,5.52344,63597
6/24/2003,5.50109,5.61671,5.49721,5.57688,76628
6/25/2003,5.54579,5.59922,5.46126,5.47486,78223
6/26/2003,5.50109,5.54093,5.42628,5.43503,40583
6/27/2003,5.41268,5.49721,5.36799,5.40879,40707
6/30/2003,5.49721,5.54093,5.37284,5.3777,84131
7/1/2003,5.50109,5.54093,5.42628,5.5283,65409
7/2/2003,5.65655,5.67015,5.44377,5.60797,118137
7/3/2003,5.66529,5.69638,5.54579,5.55064,71903
7/4/2003,5.47486,5.67889,5.47486,5.65266,86632
7/7/2003,6.02963,6.02963,5.42628,5.6614,168478
7/8/2003,5.812,5.812,5.6342,5.78577,141357
7/9/2003,5.9898,5.9898,5.61671,5.68764,108174
7/10/2003,6.03352,6.03352,5.0668,5.16395,88546
7/11/2003,5.10177,5.65655,5.01822,5.12023,118724
7/14/2003,5.45737,5.45737,4.61404,4.95992,99858
7/15/2003,4.92495,5.13772,4.72091,4.84916,73355
7/16/2003,4.96867,4.96867,4.79573,4.83556,53068
7/17/2003,5.05805,5.05805,4.70245,4.79184,164279
7/18/2003,5.41268,5.41268,4.53437,4.85791,30867
7/21/2003,5.0804,5.0804,4.70245,4.7384,43681
7/22/2003,4.70245,4.78698,4.62278,4.64124,41777
7/23/2003,4.65387,4.76949,4.65387,4.68496,14595
7/24/2003,4.12631,4.6189,4.12631,4.59655,29900
7/25/2003,4.61404,4.72966,4.61404,4.69857,64215
7/28/2003,4.72966,4.92495,4.72966,4.86276,60788
7/29/2003,4.70245,5.27957,4.70245,5.1727,312563
7/30/2003,5.27957,5.29706,5.0804,5.1727,133751
7/31/2003,6.03352,6.03352,4.88025,5.26208,270003
8/1/2003,6.21132,6.21132,4.99101,5.32427,256294
8/4/2003,4.92495,5.78965,4.92495,5.59922,813488
8/5/2003,5.14647,5.74593,4.99101,5.35536,278258
8/6/2003,5.40393,5.40393,5.22225,5.24848,204028
8/7/2003,5.34175,5.61282,5.32427,5.51081,244859
8/8/2003,6.29973,6.29973,5.50109,5.55064,247030
8/11/2003,5.14647,5.57688,5.14647,5.45737,105776
8/12/2003,5.3369,5.58173,5.3369,5.40393,133298
8/13/2003,5.32427,5.52344,5.32427,5.49721,139288
8/14/2003,6.38912,6.38912,5.41268,5.51955,208135
8/15/2003,null,null,null,null,null
8/18/2003,5.94511,6.01214,5.67889,5.84309,578603
8/19/2003,6.12291,6.19383,5.76731,5.78965,301838
8/20/2003,5.87904,5.9898,5.76731,5.7984,308734
8/21/2003,5.67889,5.98494,5.67889,5.84309,140297
8/22/2003,5.85669,6.12291,5.85669,5.91887,372146
8/25/2003,5.94511,6.11416,5.68764,5.77216,181097
8/26/2003,5.59048,5.94025,5.59048,5.86058,94238
8/27/2003,5.85669,5.93636,5.78965,5.86058,74538
8/28/2003,5.70513,5.85669,5.70513,5.77702,49250
8/29/2003,5.76731,5.90041,5.72359,5.84795,48838
9/1/2003,5.812,5.93636,5.72359,5.79451,94794
9/2/2003,5.77702,5.86544,5.77702,5.85183,141018
9/3/2003,6.65533,6.65533,5.78965,5.8256,91922
9/4/2003,5.94511,6.07821,5.77702,5.83435,77883
9/5/2003,6.02963,6.12291,5.78965,6.06072,147234
9/8/2003,6.03352,6.21132,5.9315,6.16274,151989
9/9/2003,7.09837,7.09837,6.12291,6.26864,156014
9/10/2003,6.05198,6.38037,5.94511,5.95871,57947
9/11/2003,5.86932,6.03352,5.86544,5.92762,21820
9/12/2003,5.94511,5.94511,5.78091,5.83435,107052
9/15/2003,5.76731,5.89167,5.64392,5.74107,67354
9/16/2003,5.80325,5.812,5.61282,5.70124,16108
9/17/2003,5.8256,5.8256,5.70124,5.72747,19710
9/18/2003,5.50109,5.72359,5.50109,5.57202,17291
9/19/2003,5.52344,5.65655,5.41754,5.5147,107021
9/22/2003,5.59048,5.59048,5.42142,5.44863,42282
9/23/2003,5.43891,5.55064,5.43503,5.54579,13071
9/24/2003,5.52344,5.67889,5.42142,5.63031,57123
9/25/2003,5.6614,5.67889,5.59048,5.65655,42827
9/26/2003,5.66529,5.66529,5.51081,5.59922,34099
9/29/2003,5.67889,5.69638,5.60311,5.66529,46481
9/30/2003,5.67015,5.67889,5.60797,5.61282,67117
10/1/2003,5.66529,5.72359,5.54579,5.62546,67756
10/2/2003,null,null,null,null,null
10/3/2003,5.63906,5.94511,5.60311,5.76342,58410
10/6/2003,5.84309,5.84309,5.65266,5.71873,68682
10/7/2003,5.67889,5.83435,5.67889,5.70513,58832
10/8/2003,5.76731,5.77702,5.68375,5.70124,68970
10/9/2003,5.76731,5.76731,5.55453,5.68764,58667
10/10/2003,5.6342,5.76731,5.6342,5.72747,77863
10/13/2003,5.76731,5.90041,5.6342,5.87418,144867
10/14/2003,5.86932,5.9898,5.74982,5.91887,100650
10/15/2003,5.94511,6.21132,5.83435,6.16274,184287
10/16/2003,6.21132,6.21132,6.03352,6.04324,110881
10/17/2003,6.01214,6.23755,6.01214,6.11805,476080
10/20/2003,5.9762,6.25601,5.9762,6.20257,127812
10/21/2003,6.21618,6.2871,6.12679,6.16663,157269
10/22/2003,6.25601,6.29973,6.13165,6.14525,136170
10/23/2003,6.14525,6.21132,6.14039,6.17537,76329
10/24/2003,6.25601,6.25601,6.13165,6.19772,36178
10/27/2003,6.19383,6.19772,6.01603,6.13554,31701
10/28/2003,6.04712,6.19383,6.04324,6.12291,73982
10/29/2003,6.08696,6.12291,6.07821,6.07821,105292
10/30/2003,5.9898,6.14914,5.9898,6.12291,40655
10/31/2003,6.03838,6.14039,6.03838,6.08307,68651
11/3/2003,6.12291,6.21132,5.94511,6.06461,83832
11/4/2003,6.06072,6.21132,5.94511,5.9898,165833
11/5/2003,6.08696,6.17537,5.96259,6.00729,55477
11/6/2003,6.06947,6.11805,6.03352,6.03352,82340
11/7/2003,5.96259,6.29973,5.96259,6.17148,331336
11/10/2003,6.11805,6.45519,6.11805,6.36677,176794
11/11/2003,6.47753,6.56595,6.40175,6.51737,232044
11/12/2003,6.43284,6.64659,6.43284,6.58829,156899
11/13/2003,6.60578,6.74375,6.48628,6.58441,165452
11/14/2003,6.5572,6.56595,6.2599,6.35317,166275
11/17/2003,6.38912,6.69905,6.38912,6.65533,126814
11/18/2003,6.70391,6.83216,6.66408,6.7486,284197
11/19/2003,6.82342,6.82342,6.61064,6.69905,129696
11/20/2003,6.87685,6.89434,6.64173,6.735,157815
11/21/2003,6.73889,6.73889,6.43284,6.59315,39575
11/24/2003,6.69905,6.73889,6.48628,6.66796,47407
11/25/2003,6.69905,6.86811,6.65533,6.78844,68548
11/26/2003,null,null,null,null,null
11/27/2003,6.87685,7.08963,6.83216,7.01482,136087
11/28/2003,7.27617,7.27617,7.00996,7.24508,105251
12/1/2003,7.62691,7.62691,7.01482,7.43162,181385
12/2/2003,7.54239,8.85985,7.54239,8.61598,637857
12/3/2003,8.75783,9.13092,8.61598,8.81613,519277
12/4/2003,8.76658,9.13092,8.07481,8.66068,249470
12/5/2003,8.78504,9.03765,8.56255,8.69565,215895
12/8/2003,8.74034,8.96187,8.56255,8.63833,125826
12/9/2003,8.86471,8.86471,8.29633,8.4479,141532
12/10/2003,8.69565,8.85985,8.42944,8.4479,128718
12/11/2003,8.51882,8.69565,8.09716,8.31868,108905
12/12/2003,8.42944,8.65193,8.41681,8.58975,114875
12/15/2003,8.45664,8.58101,8.27884,8.35851,51041
12/16/2003,8.34103,8.42944,8.16808,8.2701,64359
12/17/2003,8.16808,9.13966,8.07967,8.76658,313633
12/18/2003,8.85111,8.87345,8.60724,8.70925,60901
12/19/2003,8.94923,8.94923,8.4343,8.52271,59964
12/22/2003,8.69565,8.84722,8.51882,8.60238,156395
12/23/2003,8.60724,8.69565,8.42944,8.51882,74518
12/24/2003,8.42944,8.52271,8.16323,8.45179,79077
12/25/2003,null,null,null,null,null
12/26/2003,8.76658,8.76658,8.45664,8.5538,106754
12/29/2003,8.4343,8.69565,8.4343,8.66456,143045
12/30/2003,8.51882,8.65193,8.42944,8.43818,128780
12/31/2003,8.51882,8.51882,8.16323,8.28759,71502
1/1/2004,8.66942,8.66942,8.35851,8.42069,153832
1/2/2004,8.42944,8.58975,8.38572,8.48288,127133
1/5/2004,8.51882,8.86471,8.34977,8.66456,296959
1/6/2004,8.60724,8.65193,8.34103,8.38086,239393
1/7/2004,8.25261,8.42944,7.85329,8.00389,244303
1/8/2004,8.17197,8.34103,8.10104,8.19917,90101
1/9/2004,8.69565,8.87345,8.16323,8.26136,173933
1/12/2004,8.32354,8.376,8.07481,8.23026,126412
1/13/2004,8.376,8.376,7.9864,8.13214,148840
1/14/2004,8.41195,8.66942,7.87952,8.03498,508779
1/15/2004,8.5674,8.69565,7.89701,7.95531,288591
1/16/2004,8.22152,8.22152,7.85718,8.03886,172255
1/19/2004,7.87078,7.95531,7.50255,7.68909,198316
1/20/2004,7.87078,7.91936,7.65315,7.71047,35787
1/21/2004,7.87078,7.87078,7.36944,7.47146,174931
1/22/2004,7.27617,7.37333,7.09837,7.1829,211768
1/23/2004,7.44523,7.45397,7.11197,7.24022,247895
1/26/2004,null,null,null,null,null
1/27/2004,7.32086,7.60457,7.32086,7.5249,76041
1/28/2004,7.91936,7.91936,7.23148,7.46272,44989
1/29/2004,7.6308,7.6308,7.23148,7.32086,26184
1/30/2004,7.28492,7.40928,7.05465,7.09449,82659
2/2/2004,null,null,null,null,null
2/3/2004,7.33835,7.33835,6.42895,6.79232,58647
2/4/2004,7.9864,7.9864,6.76609,6.94778,61992
2/5/2004,7.00996,7.0187,6.83216,6.97401,63052
2/6/2004,8.16323,8.16323,6.80593,6.97012,38885
2/9/2004,7.00996,7.25868,6.92154,7.09449,70514
2/10/2004,7.14307,7.14307,6.63299,6.94292,140771
2/11/2004,6.83216,7.00996,6.83216,7.00996,46337
2/12/2004,6.93418,7.09837,6.90308,6.93029,52862
2/13/2004,6.92154,7.07214,6.8856,6.92154,159513
2/16/2004,6.96527,7.07214,6.92154,6.96138,128625
2/17/2004,7.02745,7.03231,6.83702,6.9128,109883
2/18/2004,6.92154,7.00996,6.92154,6.96138,84512
2/19/2004,6.88171,6.96527,6.75249,6.91669,79355
2/20/2004,6.97887,7.27131,6.7486,6.89045,34696
2/23/2004,7.26743,7.26743,6.68156,6.77484,32782
2/24/2004,6.65922,6.78844,6.48628,6.65922,95875
2/25/2004,6.65922,6.65922,6.47753,6.48239,25073
2/26/2004,7.72018,7.72018,6.48628,6.62813,132526
2/27/2004,6.52222,6.8856,6.52222,6.69031,64750
3/1/2004,6.54846,6.81078,6.54846,6.60189,24743
3/2/2004,null,null,null,null,null
3/3/2004,6.48628,6.7214,6.48628,6.54846,25155
3/4/2004,6.58441,6.6155,6.45519,6.51737,15181
3/5/2004,6.52222,6.65047,6.40175,6.49988,53922
3/8/2004,6.20646,6.65533,6.20646,6.50376,53521
3/9/2004,6.49988,6.63299,6.49988,6.53486,166687
3/10/2004,5.95871,6.55332,5.95871,6.52222,51205
3/11/2004,6.47753,6.61064,6.45519,6.53486,394213
3/12/2004,6.47753,6.63299,6.40175,6.49502,270384
3/15/2004,6.393,6.56595,6.38912,6.41535,78738
3/16/2004,6.34443,6.47753,6.34443,6.34928,57762
3/17/2004,6.34443,6.34928,6.29973,6.30459,25649
3/18/2004,6.21618,6.38426,6.21618,6.30459,50526
3/19/2004,6.22881,6.25601,6.18023,6.18023,20636
3/22/2004,6.46004,6.46004,6.03352,6.03352,83513
3/23/2004,6.03838,6.03838,5.94511,6.01214,30600
3/24/2004,6.03352,6.29973,6.03352,6.15788,143910
3/25/2004,6.14039,6.36677,6.10444,6.18509,151681
3/26/2004,6.0957,6.38037,6.0957,6.30459,119928
3/29/2004,6.30848,6.69905,6.30848,6.57469,66644
3/30/2004,6.65533,6.83216,6.56595,6.78358,63175
3/31/2004,6.56595,6.78358,6.56595,6.77969,21480
4/1/2004,6.85451,6.96527,6.74375,6.95652,155736
4/2/2004,7.00996,7.36459,6.96527,7.25383,52276
4/5/2004,7.18776,7.24022,6.74375,6.96527,224479
4/6/2004,6.8409,7.07603,6.8409,6.98761,28819
4/7/2004,6.90794,7.23634,6.90794,7.05854,103121
4/8/2004,6.98761,7.14307,6.93029,7.09837,23518
4/9/2004,null,null,null,null,null
4/12/2004,7.22759,7.26257,7.09837,7.20039,46882
4/13/2004,7.08088,7.21399,7.01482,7.21399,44011
4/14/2004,null,null,null,null,null
4/15/2004,7.18776,7.5249,6.5708,7.44523,39595
4/16/2004,7.58708,7.69298,7.45397,7.55987,74003
4/19/2004,7.45397,7.76391,7.45397,7.68035,64565
4/20/2004,7.36459,7.58222,7.36459,7.55113,57525
4/21/2004,7.54239,7.58708,7.49769,7.56862,27275
4/22/2004,7.8086,7.88827,7.54239,7.69298,34490
4/23/2004,7.59582,7.89701,7.57736,7.79111,145814
4/26/2004,null,null,null,null,null
